//Preset1;655.9762
//Preset3;657.2422
//Preset5;658.6415
//Preset4;661.6072
//Preset6;662.9066
//Preset4;663.8065
//Preset4;666.1389
//Preset3;667.1385
//Preset1;668.1714
//Preset4;670.4705
//Preset6;671.5701
//Preset3;672.47
Kidney;Color;RGBA(0.122, 0.467, 0.706, 1.000);694.9633
Kidney;Color;RGBA(1.000, 0.498, 0.055, 1.000);695.7298
Kidney;Color;RGBA(0.839, 0.153, 0.157, 1.000);696.1297
Kidney;Color;RGBA(0.549, 0.337, 0.294, 1.000);697.0295
Kidney;Color;RGBA(0.890, 0.467, 0.761, 1.000);698.3959
Kidney;Color;RGBA(0.498, 0.498, 0.498, 1.000);699.1957
Kidney;Color;RGBA(0.737, 0.741, 0.133, 1.000);699.6285
Kidney;Color;RGBA(0.090, 0.745, 0.812, 1.000);700.3615
Kidney;Color;RGBA(0.122, 0.467, 0.706, 1.000);701.9943
Kidney;Color;RGBA(1.000, 0.498, 0.055, 1.000);703.0272
Kidney;Color;RGBA(0.839, 0.153, 0.157, 1.000);703.4271
Kidney;Color;RGBA(0.839, 0.153, 0.157, 1.000);704.7932
Kidney;Color;RGBA(0.173, 0.627, 0.173, 1.000);705.6599
Kidney;Color;RGBA(0.580, 0.404, 0.741, 1.000);706.8932
Kidney;Color;RGBA(0.890, 0.467, 0.761, 1.000);708.0258
Kidney;Color;RGBA(0.737, 0.741, 0.133, 1.000);708.8254
Kidney;Color;RGBA(0.090, 0.745, 0.812, 1.000);710.6581
Tumor;Color;RGBA(0.737, 0.741, 0.133, 1.000);737.2825
Tumor;Color;RGBA(0.090, 0.745, 0.812, 1.000);738.1156
Tumor;Color;RGBA(0.737, 0.741, 0.133, 1.000);739.1148
Tumor;Color;RGBA(0.890, 0.467, 0.761, 1.000);739.8812
Tumor;Color;RGBA(0.549, 0.337, 0.294, 1.000);740.5475
Tumor;Color;RGBA(0.839, 0.153, 0.157, 1.000);741.2806
Tumor;Color;RGBA(0.173, 0.627, 0.173, 1.000);741.7803
Tumor;Color;RGBA(1.000, 0.498, 0.055, 1.000);742.48
Tumor;Color;RGBA(0.122, 0.467, 0.706, 1.000);743.0464
Tumor;Color;RGBA(0.090, 0.745, 0.812, 1.000);743.9794
Tumor;Color;RGBA(0.737, 0.741, 0.133, 1.000);744.8124
\Submit;754.1088
